"url_length","n_dots","n_hypens","n_underline","n_slash","n_questionmark","n_equal","n_at","n_and","n_exclamation","n_space","n_tilde","n_comma","n_plus","n_asterisk","n_hastag","n_dollar","n_percent","n_redirection"
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
154,2,1,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,3,1,4,0,1,4,0,3,0,0,0,0,0,0,0,0,7,0
50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,4,1,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1
47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
126,3,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,3,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
45,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
76,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,3,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,5,0,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1
103,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,5,6,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
49,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,4,1,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1
53,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,4,0,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1
30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,5,0,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0
30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,4,1,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,2,16,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
59,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,4,0,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0
339,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,4,0,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1
45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
72,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
75,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
31,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,4,1,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1
49,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
80,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
78,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,7,1,0,0,1,4,0,3,0,0,0,2,0,0,0,0,0,0
213,3,1,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1386,13,11,16,0,3,19,0,19,0,0,0,0,0,0,0,0,12,0
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
81,5,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1
49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
39,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,3,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
60,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
106,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
97,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
76,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,5,0,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0
27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
56,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
54,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,5,1,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0
132,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2,2,3,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1
40,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
