"url_length","n_dots","n_hypens","n_underline","n_slash","n_questionmark","n_equal","n_at","n_and","n_exclamation","n_space","n_tilde","n_comma","n_plus","n_asterisk","n_hastag","n_dollar","n_percent","n_redirection"
38,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
430,24,0,18,0,2,10,1,9,0,0,0,0,0,0,0,0,0,1
37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
70,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
44,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
127,4,1,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1
99,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
56,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0
41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
51,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
49,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,2,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
94,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
41,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,4,1,0,0,1,11,0,10,0,0,0,0,0,0,0,0,6,0
44,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
39,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
65,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2,1,7,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
52,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
64,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,4,1,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0
41,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,4,1,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1
39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
78,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
43,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,14,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0
89,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,2,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,4,1,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,3,1,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0
30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,5,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
41,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
74,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
78,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,5,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1
50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1
87,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
63,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,3,8,1,0,1,4,0,3,0,3,0,0,0,0,0,0,11,0
36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
123,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
82,5,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
77,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,5,1,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0
42,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
44,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
